_id,label,left_title,right_title,left_authors,right_authors,left_venue,right_venue,left_year,right_year
9107,0,efficient and transparent application recovery in client-server information systems,synchronization and recovery in a client-server storage system,"david b. lomet , gerhard weikum","e. panagos , a. biliris",sigmod conference,the vldb journal -- the international journal on very large data bases,1998,1997
4973,1,"ambient intelligence with the ubiquitous network , the embedded computer devices and the hidden databases ( abstract )","ambient intelligence with the ubiquitous network , the embedded computer devices and the hidden databases ( abstract )",egbert-jan sol,egbert-jan sol,vldb,very large data bases,2001,2001
1647,1,providing better support for a class of decision support queries,providing better support for a class of decision support queries,"antonio badia , dirk van gucht , sudhir rao","sudhir g. rao , antonio badia , dirk van gucht",sigmod conference,international conference on management of data,1996,1996
11979,0,an experimental system for object-based sharing in federated databases,efendi : federated database system of cadlab,"shahram ghandeharizadeh , doug fang","e. radeke , r. b &#246; ttger , b. burkert , y. engel , g. kachel , s. kolmschlag , d. nolte",vldb j.,international conference on management of data,1996,1995
9233,0,toward learning based web query processing,fact : a learning based web query processing system,"yanlei diao , hongjun lu , zengping tian , songting chen","songting chen , yanlei diao , hongjun lu , zengping tian",vldb,international conference on management of data,2000,2000
3563,0,cache conscious algorithms for relational query processing,integration of spatial join algorithms for processing multiple inputs,"jeffrey f. naughton , ambuj shatdal , chander kant","nikos mamoulis , dimitris papadias",vldb,international conference on management of data,1994,1999
1093,0,schemasql - a language for interoperability in relational multi-database systems,ensuring relaxed atomicity for flexible transactions in multidatabase systems,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian","aidong zhang , marian nodine , bharat bhargava , omran bukhres",vldb,international conference on management of data,1996,1994
11042,0,spatial join selectivity using power laws,spatial joins using seeded trees,"christos faloutsos , bernhard seeger , caetano traina jr. , agma j. m. traina","ming-ling lo , chinya v. ravishankar",sigmod conference,international conference on management of data,2000,1994
5988,0,rule languages and internal algebras for rule-based optimizers,changing the rules : transformations for rule-based optimizers,"mitch cherniack , stanley b. zdonik","mitch cherniack , stan zdonik",sigmod conference,international conference on management of data,1996,1998
5596,1,the grid : an application of the semantic web,the grid : an application of the semantic web,"carole a. goble , david de roure","carole goble , david de roure",sigmod record,acm sigmod record,2002,2002
12284,0,an efficient method for checking object-oriented database schema correctness,a cost model for clustered object-oriented databases,"michele missikoff , anna formica , hans dietmar gröger","georges gardarin , jean-robert gruser , zhao-hui tang",acm trans . database syst .,very large data bases,1998,1995
6981,0,guest editorial,editorial,"vijay atluri , anupam joshi , yelena yesha","peter apers , stefano ceri , richard snodgrass",vldb j.,the vldb journal -- the international journal on very large data bases,2003,2002
11016,0,re-tree : an efficient index structure for regular expressions,qc-trees : an efficient summary structure for semantic olap,"chee yong chan , minos n. garofalakis , rajeev rastogi","laks v. s. lakshmanan , jian pei , yan zhao",vldb j.,international conference on management of data,2003,2003
8114,0,grid data management systems & services,dwms : data warehouse management system,"reagan moore , arun jagatheesan , paul watson , norman w. paton",narendra mohan,vldb,very large data bases,2003,1996
9249,0,scientific databases - state of the art and future directions,component-based e-commerce : assessment of current practices and future directions,"yannis e. ioannidis , maria zemankova","martin bichler , arie segev , j. leon zhao",vldb,acm sigmod record,1994,1998
3358,0,efficient progressive skyline computation,efficient computation of iceberg cubes with complex measures,"pin-kwang eng , kian-lee tan , beng chin ooi","jiawei han , jian pei , guozhu dong , ke wang",vldb,international conference on management of data,2001,2001
8530,0,semint : a system prototype for semantic integration in heterogeneous databases,multimediaminer : a system prototype for multimedia data mining,"wen-syan li , chris clifton","osmar r. za &#239; ane , jiawei han , ze-nian li , sonny h. chee , jenny y. chiang",sigmod conference,international conference on management of data,1995,1998
3094,0,amicalola report : database and information system research challenges and opportunities in semantic web and enterprises,database research : achievements and opportunities into the 1st century,"robert meersman , amit p. sheth","avi silberschatz , mike stonebraker , jeff ullman",sigmod record,acm sigmod record,2002,1996
12207,1,analyzing quantitative databases : image is everything,analyzing quantitative databases : image is everything,"reuven kashi , nathan s. netanyahu , amihood amir","amihood amir , reuven kashi , nathan s. netanyahu",vldb,very large data bases,2001,2001
8104,0,efficient and cost-effective techniques for browsing and indexing large video databases,effective timestamping in databases,"kien a. hua , jung-hwan oh","kristian torp , christian s. jensen , richard thomas snodgrass",sigmod conference,the vldb journal -- the international journal on very large data bases,2000,2000
1058,0,icicles : self-tuning samples for approximate query answering,the aqua approximate query answering system,"venkatesh ganti , raghu ramakrishnan , mong-li lee","swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",vldb,international conference on management of data,2000,1999
12263,0,a raster approximation for processing of spatial joins,searching in metric spaces by spatial approximation,"jano moreira de souza , geraldo zimbrao",gonzalo navarro,vldb,the vldb journal -- the international journal on very large data bases,1998,2002
3255,1,tam : a system for dynamic transactional activity management,tam : a system for dynamic transactional activity management,"ling liu , calton pu , tong zhou","tong zhou , ling liu , calton pu",sigmod conference,international conference on management of data,1999,1999
10044,0,an adaptive data replication algorithm,adaptive parallel aggregation algorithms,"ouri wolfson , yixiu huang , sushil jajodia","ambuj shatdal , jeffrey f. naughton",acm trans . database syst .,international conference on management of data,1997,1995
4689,1,acm multimedia '94 conference workshop on multimedia database management systems,acm multimedia '94 conference workshop on multimedia database management systems,"p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu","bruce berra , kingsley nwosu , bhavani thuraisingham",sigmod record,acm sigmod record,1995,1995
2476,0,query flocks : a generalization of association-rule mining,mining generalized association rules,"chris clifton , svetlozar nestorov , rajeev motwani , shalom tsur , jeffrey d. ullman , arnon rosenthal , serge abiteboul","ramakrishnan srikant , rakesh agrawal",sigmod conference,very large data bases,1998,1995
7241,0,specification and implementation of exceptions in workflow management systems,implementation of magic-sets in a relational database system,"stefano paraboschi , stefano ceri , fabio casati , giuseppe pozzi","inderpal singh mumick , hamid pirahesh",acm trans . database syst .,international conference on management of data,1999,1994
7220,0,selectivity estimation without the attribute value independence assumption,dynamic maintenance of data distribution for selectivity estimation,"viswanath poosala , yannis e. ioannidis","kyu young whang , sang wook kim , gio wiederhold",vldb,the vldb journal -- the international journal on very large data bases,1997,1994
10502,0,mining frequent itemsets using support constraints,efficient dynamic mining of constrained frequent sets,"jiawei han , ke wang , yu he","laks v. s. lakshmanan , carson kai-sang leung , raymond t. ng",vldb,acm transactions on database systems ( tods ),2000,2003
9171,1,fast algorithms for mining association rules in large databases,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal","rakesh agrawal , ramakrishnan srikant",vldb,very large data bases,1994,1994
10452,1,towards a richer web object model,towards a richer web object model,frank manola,frank manola,sigmod record,acm sigmod record,1998,1998
1930,0,database management systems and the internet,the ores temporal database management system,susan malaika,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",vldb,international conference on management of data,1996,1994
11902,0,dwms : data warehouse management system,building knowledge base management systems,narendra mohan,"john mylopoulos , vinay chaudhri , dimitris plexousakis , adel shrufi , thodoros topologlou",vldb,the vldb journal -- the international journal on very large data bases,1996,1996
11163,0,integrating a structured-text retrieval system with an object-oriented database system,naos - efficient and modular reactive capabilities in an object-oriented database system,"jurgen annevelink , tak w. yan","christine collet , thierry coupaye , t. svensen",vldb,very large data bases,1994,1994
9042,0,data and knowledge base research at hong kong university of science and technology,database research at columbia university,"babak hamidzadeh , kamalakar karlapalem , qing li , chung-dak shum , dik lun lee , frederick h. lochovsky , beat wüthrich , alex chia-yee kean , pamela drew","shih-fu chang , luis gravano , gail e. kaiser , kenneth a. ross , salvatore j. stolfo",sigmod record,acm sigmod record,1995,1998
2857,1,implementing lazy database updates for an object database system,implementing lazy database updates for an object database system,"fabrizio ferrandina , thorsten meyer , roberto zicari","fabrizio ferrandina , thorsten meyer , roberto zicari",vldb,very large data bases,1994,1994
1296,0,fast incremental maintenance of approximate histograms,incremental maintenance of views with duplicates,"viswanath poosala , phillip b. gibbons , yossi matias","timothy griffin , leonid libkin",acm trans . database syst .,international conference on management of data,2002,1995
1889,0,dyda : data warehouse maintenance in fully concurrent environments,performance issues in incremental warehouse maintenance,"songting chen , andreas koeller , elke a. rundensteiner , xin zhang , jun chen","wilburt labio , jun yang , yingwei cui , hector garcia-molina , jennifer widom",sigmod conference,very large data bases,2001,2000
8590,1,template-based wrappers in the tsimmis system,template-based wrappers in the tsimmis system,"joachim hammer , hector garcia-molina , svetlozar nestorov , ramana yerneni , markus m. breunig , vasilis vassalos","joachim hammer , h &#233; ctor garc &#237; a-molina , svetlozar nestorov , ramana yerneni , marcus breunig , vasilis vassalos",sigmod conference,international conference on management of data,1997,1997
2960,1,adaptive parallel aggregation algorithms,adaptive parallel aggregation algorithms,"jeffrey f. naughton , ambuj shatdal","ambuj shatdal , jeffrey f. naughton",sigmod conference,international conference on management of data,1995,1995
9531,1,qualitative representation of spatial knowledge in two-dimensional space,qualitative representation of spatial knowledge in two-dimensional space,"dimitris papadias , timos k. sellis","dimitris papadias , timos sellis",vldb j.,the vldb journal -- the international journal on very large data bases,1994,1994
4095,1,the evolution of effective b-tree : page organization and techniques : a personal account,the evolution of effective b-tree : page organization and techniques : a personal account,david b. lomet,david lomet,sigmod record,acm sigmod record,2001,2001
7171,0,semantic b2b integration,semantic b2b integration : issues in ontology-based approaches,christoph bussler,"zhan cui , dean jones , paul o'brien",sigmod conference,acm sigmod record,2001,2002
8067,0,semantic integration of semistructured and structured data sources,type classification of semi-structured documents,"sonia bergamaschi , maurizio vincini , silvana castano","markus tresch , neal palmer , allen luniewski",sigmod record,very large data bases,1999,1995
3933,1,an overview of the emerging third-generation sql standard ( tutorial ),an overview of the emerging third-generation sql standard,"nelson mendonça mattos , jim melton","jim melton , nelson mendoca mattos",sigmod conference,international conference on management of data,1995,1995
2635,0,xsb as a deductive database,an introduction to deductive database languages and systems,"terrance swift , konstantinos f. sagonas , david scott warren","kotagiri ramamohanarao , james harland",sigmod conference,the vldb journal -- the international journal on very large data bases,1994,1994
3960,0,on-line reorganization in object databases,static detection of security flaws in object-oriented databases,"s. sudarshan , rajeev rastogi , s. seshadri , mohana krishna lakhamraju",keishi tajima,sigmod conference,international conference on management of data,2000,1996
7027,0,re-tree : an efficient index structure for regular expressions,re-tree : an efficient index structure for regular expressions,"rajeev rastogi , minos n. garofalakis , chee yong chan","chee-yong chan , minos garofalakis , rajeev rastogi",vldb,the vldb journal -- the international journal on very large data bases,2002,2003
5389,0,query unnesting in object-oriented databases,accessing a relational database through an object-oriented database interface,leonidas fegaras,"jack a. orenstein , d. n. kamber",sigmod conference,very large data bases,1998,1995
8342,0,parametric query optimization for linear and piecewise linear cost functions,query optimization for xml,"s. sudarshan , arvind hulgeri","jason mchugh , jennifer widom",vldb,very large data bases,2002,1999
861,1,active storage for large-scale data mining and multimedia,active storage for large-scale data mining and multimedia,"garth a. gibson , erik riedel , christos faloutsos","erik riedel , garth a. gibson , christos faloutsos",vldb,very large data bases,1998,1998
10639,0,efficient concurrency control in multidimensional access methods,efficient concurrency control for broadcast environments,"sharad mehrotra , kaushik chakrabarti","jayavel shanmugasundaram , arvind nithrakashyap , rajendran sivasankaran , krithi ramamritham",sigmod conference,international conference on management of data,1999,1999
9614,0,prospector : a content-based multimedia server for massively parallel architectures,fault-tolerant architectures for continuous media servers,"g. linderman , alexandros biliris , h. chen , k. ganapathi , euthimios panagos , s. choo , david schrader , william o'connell","banu &#214; zden , rajeev rastogi , prashant shenoy , avi silberschatz",sigmod conference,international conference on management of data,1996,1996
12269,0,multi-step processing of spatial joins,spatial joins using seeded trees,"ralf schneider , thomas brinkhoff , bernhard seeger , hans-peter kriegel","ming-ling lo , chinya v. ravishankar",sigmod conference,international conference on management of data,1994,1994
9189,0,managing intra-operator parallelism in parallel database systems,open object database management systems,"david j. dewitt , manish mehta",jos &#233; a. blakeley,vldb,international conference on management of data,1995,1994
2407,0,guest editorial,guest editorial,"kyu-young whang , gunter schlageter , amr el abbadi",malcolm p. atkinson,vldb j.,the vldb journal -- the international journal on very large data bases,2001,2000
7117,1,indexing medium-dimensionality data in oracle,indexing medium-dimensionality data in oracle,"jayant sharma , kothuri venkata ravi kanth , jay banerjee , siva ravada","k. v. ravi kanth , siva ravada , jayant sharma , jay banerjee",sigmod conference,international conference on management of data,1999,1999
582,0,distributed query evaluation on semistructured data,vqbd : exploring semistructured data,dan suciu,"sudarshan s. chawathe , thomas baby , jihwang yoo",acm trans . database syst .,international conference on management of data,2002,2001
8714,0,book review column,book review column,karl aberer,karl aberer,sigmod record,acm sigmod record,2002,2002
5802,0,exact : an extensible approach to active object-oriented databases,converting relational to object-oriented databases,"arturo jaime , oscar díaz",joseph fong,vldb j.,acm sigmod record,1997,1997
568,0,processing set expressions over continuous update streams,on computing correlated aggregates over continual data streams,"sumit ganguly , minos n. garofalakis , rajeev rastogi","johannes gehrke , flip korn , divesh srivastava",sigmod conference,international conference on management of data,2003,2001
2814,1,an approach for building secure database federations,an approach for building secure database federations,"klaus r. dittrich , dirk jonscher","dirk jonscher , klaus r. dittrich",vldb,very large data bases,1994,1994
542,1,schema mapping as query discovery,schema mapping as query discovery,"renée j. miller , mauricio a. hernández , laura m. haas","ren &#233; e j. miller , laura m. haas , mauricio a. hern &#225; ndez",vldb,very large data bases,2000,2000
9880,1,chronological scheduling of transactions with temporal dependencies,chronological scheduling of transactions with temporal dependencies,"marek rusinkiewicz , dimitrios georgakopoulos , witold litwin","dimitrios georgakopoulos , marek rusinkiewicz , witold litwin",vldb j.,the vldb journal -- the international journal on very large data bases,1994,1994
11135,1,improving adaptable similarity query processing by using approximations,improving adaptable similarity query processing by using approximations,"hans-peter kriegel , bernhard braunmüller , thomas seidl , mihael ankerst","mihael ankerst , bernhard braunm &#252; ller , hans-peter kriegel , thomas seidl",vldb,very large data bases,1998,1998
7910,0,the demarcation protocol : a technique for maintaining constraints in distributed database systems,maintaining database consistency in presence of value dependencies in multidatabase systems,"daniel barbará , hector garcia-molina","claire morpain , mich &#233; le cart , jean ferri &#233; , jean-fran &#231; ois pons",vldb j.,international conference on management of data,1994,1996
5004,1,functional-join processing,functional-join processing,"reinhard braumandl , alfons kemper , donald kossmann , jens claußen","r. braumandl , j. claussen , a. kemper , d. kossmann",vldb j.,the vldb journal -- the international journal on very large data bases,2000,2000
4279,0,query processing and optimization in oracle rdb,directv and oracle rdb : the challenge of vldb transaction processing,"gennady antoshenkov , mohamed ziauddin",william l. gettys,vldb j.,international conference on management of data,1996,1995
4563,0,a language for manipulating arrays,a hypertext query language for images,"arunprasad p. marathe , kenneth salem",li yang,vldb,acm sigmod record,1997,1994
11432,0,lore : a database management system for semistructured data,anatomy of a native xml base management system,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh","t. fiebig , s. helmer , c.-c . kanne , g. moerkotte , j. neumann , r. schiele , t. westmann",sigmod record,the vldb journal -- the international journal on very large data bases,1997,2002
2897,0,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,time-parameterized queries in spatio-temporal databases,"dimitris papadias , yufei tao","yufei tao , dimitris papadias",vldb,international conference on management of data,2001,2002
11275,1,a database index to large biological sequences,a database index to large biological sequences,"robert w. irving , ela hunt , malcolm p. atkinson","ela hunt , malcolm p. atkinson , robert w. irving",vldb,very large data bases,2001,2001
6164,0,open issues in parallel query optimization,outerjoin simplification and reordering for query optimization,"waqar hasan , patrick valduriez , daniela florescu","c &#233; sar galindo-legaria , arnon rosenthal",sigmod record,acm transactions on database systems ( tods ),1996,1997
11931,1,the lotus notes storage system,the lotus notes storage system,kenneth moore,kenneth moore,sigmod conference,international conference on management of data,1995,1995
4945,0,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",one-dimensional and multi-dimensional substring selectivity estimation,charu c. aggarwal,"h. v. jagadish , olga kapitskaia , raymond t. ng , divesh srivastava",sigmod conference,the vldb journal -- the international journal on very large data bases,2002,2000
8500,1,memory-contention responsive hash joins,memory-contention responsive hash joins,"goetz graefe , diane l. davison","diane l. davison , goetz graefe",vldb,very large data bases,1994,1994
4169,0,scalable parallel data mining for association rules,sprint : a scalable parallel classifier for data mining,"eui-hong han , vipin kumar , george karypis","john c. shafer , rakesh agrawal , manish mehta",sigmod conference,very large data bases,1997,1996
7072,1,re-tree : an efficient index structure for regular expressions,re-tree : an efficient index structure for regular expressions,"chee yong chan , minos n. garofalakis , rajeev rastogi","chee-yong chan , minos garofalakis , rajeev rastogi",vldb j.,the vldb journal -- the international journal on very large data bases,2003,2003
8722,0,effective timestamping in databases,space optimization in deductive databases,"christian s. jensen , kristian torp , richard t. snodgrass","divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naughton",vldb j.,acm transactions on database systems ( tods ),2000,1995
247,0,exact : an extensible approach to active object-oriented databases,repositories and object oriented databases,"arturo jaime , oscar díaz",philip a. bernstein,vldb j.,acm sigmod record,1997,1998
10723,0,describing and using query capabilities of heterogeneous sources,mind your vocabulary : query mapping across heterogeneous information sources,"yannis papakonstantinou , vasilis vassalos","chen-chuan k. chang , h &#233; ctor garc &#237; a-molina",vldb,international conference on management of data,1997,1999
3849,0,declarative updates of relational databases,cumulative updates,weidong chen,"suryanarayana m. sripada , beat w &#252; thrich",acm trans . database syst .,very large data bases,1995,1994
8816,1,timber : a native system for querying xml,timber : a native system for querying xml,"laks v. s. lakshmanan , stelios paparizos , nuwee wiwatwattana , cong yu , jignesh m. patel , h. v. jagadish , andrew nierman , divesh srivastava , adriane chapman , yuqing wu , shurug al-khalifa","stelios paparizos , shurug al-khalifa , adriane chapman , h. v. jagadish , laks v. s. lakshmanan , andrew nierman , jignesh m. patel , divesh srivastava , nuwee wiwatwattana , yuqing wu , cong yu",sigmod conference,international conference on management of data,2003,2003
4899,1,a normal form for precisely characterizing redundancy in nested relations,a normal form for precisely characterizing redundancy in nested relations,"yiu-kai ng , david w. embley , wai yin mok","wai yin mok , yiu-kai ng , david w. embley",acm trans . database syst .,acm transactions on database systems ( tods ),1996,1996
5430,0,the aditi deductive database system,parallel database systems in the 1990 's,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",michael j. carey,vldb j.,international conference on management of data,1994,1994
1245,0,smooth - a distributed multimedia database system,mariposa : a wide-area distributed database system,"christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner","michael stonebraker , paul m. aoki , witold litwin , avi pfeffer , adam sah , jeff sidell , carl staelin , andrew yu",vldb,the vldb journal -- the international journal on very large data bases,2001,1996
7479,0,the role of integrity constraints in database interoperation,capturing both types and constraints in data integration,"peter m. g. apers , mark w. w. vermeer","michael benedikt , chee-yong chan , wenfei fan , juliana freire , rajeev rastogi",vldb,international conference on management of data,1996,2003
7806,0,declarative updates of relational databases,declarative specification of web sites with s,weidong chen,"mary fern &#225; ndez , daniela florescu , alon levy , dan suciu",acm trans . database syst .,the vldb journal -- the international journal on very large data bases,1995,2000
9485,1,efficient view maintenance at data warehouses,efficient view maintenance at data warehouses,"tolga yurek , divyakant agrawal , amr el abbadi , ambuj k. singh","d. agrawal , a. el abbadi , a. singh , t. yurek",sigmod conference,international conference on management of data,1997,1997
6978,0,scalable parallel data mining for association rules,data mining with optimized two-dimensional association rules,"eui-hong han , vipin kumar , george karypis","takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama",sigmod conference,acm transactions on database systems ( tods ),1997,2001
1951,0,building knowledge base management systems,amalgamating knowledge bases,"thodoros topaloglou , adel shrufi , vinay k. chaudhri , dimitris plexousakis , john mylopoulos",v. s. subrahmanian,vldb j.,acm transactions on database systems ( tods ),1996,1994
154,0,efficient testing of high performance transaction processing systems,enterprise transaction processing on windows nt,"d. wildfogel , ramana yerneni",greg hope,vldb,international conference on management of data,1997,1995
4743,1,on views and xml,on views and xml,serge abiteboul,serge abiteboul,sigmod record,acm sigmod record,1999,1999
5817,1,xml-enabled workflow management for e-services across heterogeneous platforms,xml-enabled workflow management for e-services across heterogeneous platforms,"michael gillmann , german shegalov , gerhard weikum","german shegalov , michael gillmann , gerhard weikum",vldb j.,the vldb journal -- the international journal on very large data bases,2001,2001
8345,0,pc database systems - present and future,parallel database systems 101,philip a. bernstein,jim gray,vldb,international conference on management of data,1994,1995
8415,1,using versions in update transactions : application to integrity checking,using versions in update transactions : application to integrity checking,"dimitri tombroff , eric simon , françois llirbat","fran &#231; ois llirbat , eric simon , dimitri tombroff",vldb,very large data bases,1997,1997
2016,0,query unnesting in object-oriented databases,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,"leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier",sigmod conference,international conference on management of data,1998,2000
5047,0,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,data partitioning and load balancing in parallel disk systems,"masahisa tamura , masaru kitsuregawa","peter scheuermann , gerhard weikum , peter zabback",vldb,the vldb journal -- the international journal on very large data bases,1999,1998
6377,1,ptool : a light weight persistent object manager,ptool : a light weight persistent object manager,"david hanley , robert l. grossman , xiao qin","r. l. grossman , d. hanley , x. qin",sigmod conference,international conference on management of data,1995,1995
6555,0,visdb : a system for visualizing large databases,a system for watermarking relational databases,"hans-peter kriegel , daniel a. keim","rakesh agrawal , peter j. haas , jerry kiernan",sigmod conference,international conference on management of data,1995,2003
10231,0,a predicate-based caching scheme for client-server database architectures,dbcache : database caching for web application servers,"julie basu , arthur m. keller","mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",vldb j.,international conference on management of data,1996,2002
11364,1,caprera : an activity framework for transaction processing on wide-area networks,caprera : an activity framework for transaction processing on wide-area networks,"suresh kumar , eng-kee kwang , divyakant agrawal","suresh kumar , eng-kee kwang , divyakant agrawal",vldb,very large data bases,1997,1997
6388,1,query optimization in the presence of limited access patterns,query optimization in the presence of limited access patterns,"dan suciu , ioana manolescu , daniela florescu , alon y. levy","daniela florescu , alon levy , ioana manolescu , dan suciu",sigmod conference,international conference on management of data,1999,1999
6945,0,on the discovery of interesting patterns in association rules,mining fuzzy association rules in databases,"sridhar ramaswamy , sameer mahajan , abraham silberschatz","chan man kuok , ada fu , man hon wong",vldb,acm sigmod record,1998,1998
9857,0,a data transformation system for biological data sources,lineage tracing for general data warehouse transformations,"susan b. davidson , limsoon wong , kyle hart , peter buneman , g. christian overton","yingwei cui , jennifer widom",vldb,very large data bases,1995,2001
2058,0,dynamic maintenance of wavelet-based histograms,wavelet-based histograms for selectivity estimation,"yossi matias , jeffrey scott vitter , min wang","yossi matias , jeffrey scott vitter , min wang",vldb,international conference on management of data,2000,1998
2680,1,critical database technologies for high energy physics,critical database technologies for high energy physics,"david m. malon , edward n. may","david m. malon , edward n. may",vldb,very large data bases,1997,1997
7105,1,incremental distance join algorithms for spatial databases,incremental distance join algorithms for spatial databases,"gísli r. hjaltason , hanan samet","g &#237; sli r. hjaltason , hanan samet",sigmod conference,international conference on management of data,1998,1998
5692,1,an extensible notation for spatiotemporal index queries,an extensible notation for spatiotemporal index queries,"richard t. snodgrass , vassilis j. tsotras , christian s. jensen","vassilis j. tsotras , christian s. jensen , richard thomas snodgrass",sigmod record,acm sigmod record,1998,1998
3011,1,transactional information systems - book review,"transactional information systems : theory , algorithms , and the practice of concurrency control and recovery",marc h. scholl,marc h. scholl,sigmod record,acm sigmod record,2001,2001
2366,1,real world requirements for decision support - implications for rdbms,real world requirements for decision support-implications for rdbms,sanju k. bansal,sanju k. bansal,sigmod conference,international conference on management of data,1995,1995
5101,0,database techniques for the world-wide web : a survey,picodmbs : scaling down database techniques for the smartcard,"daniela florescu , alberto o. mendelzon , alon y. levy","christophe bobineau , luc bouganim , philippe pucheral , patrick valduriez",sigmod record,very large data bases,1998,2000
4273,0,design and implementation of rmp - a virtual electronic market place,design and implementation of a genetic-based algorithm for data mining,"wolfgang klas , susanne boll , bernard battaglin",sunil choenni,sigmod record,very large data bases,1998,2000
10427,0,index configuration in object-oriented databases,static detection of security flaws in object-oriented databases,elisa bertino,keishi tajima,vldb j.,international conference on management of data,1994,1996
3187,0,sampling large databases for association rules,visdb : a system for visualizing large databases,hannu toivonen,"daniel a. keim , hans-peter kriegel",vldb,international conference on management of data,1996,1995
12343,1,curio : a novel solution for efficient storage and indexing in data warehouses,curio : a novel solution for efficient storage and indexing in data warehouses,"helen m. thomas , krithi ramamritham , anindya datta","anindya datta , krithi ramamritham , helen m. thomas",vldb,very large data bases,1999,1999
66,0,the aditi deductive database system,space optimization in deductive databases,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi","divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naughton",vldb j.,acm transactions on database systems ( tods ),1994,1995
5932,1,apex : an adaptive path index for xml data,apex : an adaptive path index for xml data,"chin-wan chung , kyuseok shim , jun-ki min","chin-wan chung , jun-ki min , kyuseok shim",sigmod conference,international conference on management of data,2002,2002
1029,1,challenges for global information systems,challenges for global information systems,"alon y. levy , divesh srivastava , abraham silberschatz , maria zemankova","alon y. levy , abraham silberschatz , divesh srivastava , maria zemankova",vldb,very large data bases,1994,1994
